Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
D-Glucose 1,6-bisphosphate	1	-2.8518	0.73253	1	2.8518	0.27146	0.73622	2.6238	0.51896	0.79001	0	NA	NA	NA	1	2.6238	0.51497	0.7278
beta-D-Glucose 1-phosphate	3	-0.91247	0.57086	0.99207	0.91247	0.48303	0.99472	4.3503	0.6507	0.8493	1	3.1431	0.42315	0.78867	2	3.1056	0.72655	0.89945
D-Glucose 1-phosphate	9	6.435	0.17365	0.57297	2.8026	0.51297	1	15.664	0.26148	0.60089	4	18.065	0.015968	0.22442	4	9.5359	0.46906	0.6888
Trehalose	5	-8.897	0.97206	1	26.424	0.005988	0.062137	20.03	0.027944	0.21315	1	6.7031	0.17166	0.6332	4	19.043	0.061876	0.28817
Cardiolipin (LRE specific)	3	19.212	0.001996	0.095276	-11.658	1	1	19.063	0.033932	0.24826	3	19.063	0.007984	0.12974	0	NA	NA	NA
Phospatidylglycerol (LRE specific)	5	12.489	0.023952	0.28583	-6.6381	0.93214	1	15.798	0.12375	0.4127	4	15.05	0.055888	0.38749	1	5.225	0.28743	0.52199
L-Threonyl-tRNA(Thr)	1	3.6072	0.21956	0.62632	-3.6072	0.78244	1	3.4232	0.4491	0.75551	1	3.4232	0.3992	0.77457	0	NA	NA	NA
tRNA(Thr)	1	3.6072	0.21956	0.62632	-3.6072	0.78244	1	3.4232	0.4491	0.75551	1	3.4232	0.3992	0.77457	0	NA	NA	NA
2-Dehydropantoate	2	13.429	0.013972	0.20842	-11.61	1	1	13.326	0.0998	0.37464	2	13.326	0.055888	0.38749	0	NA	NA	NA
(R)-Pantoate	2	13.429	0.013972	0.20842	-11.61	1	1	13.326	0.0998	0.37464	2	13.326	0.055888	0.38749	0	NA	NA	NA
hydroxy 3 methyl pentanoate	2	13.429	0.013972	0.20842	-11.61	1	1	13.326	0.0998	0.37464	2	13.326	0.055888	0.38749	0	NA	NA	NA
5-Methyltetrahydropteroyltri-L-glutamate	1	3.4704	0.22954	0.63702	-3.4704	0.77246	1	3.2796	0.46108	0.75632	1	3.2796	0.41118	0.78034	0	NA	NA	NA
L-Homocysteine	6	6.2178	0.13573	0.55217	-0.88449	0.6507	1	14.772	0.18962	0.52091	5	10.08	0.2994	0.68889	1	13.643	0.081836	0.33528
Tetrahydropteroyltri-L-glutamate	1	3.4704	0.22954	0.63702	-3.4704	0.77246	1	3.2796	0.46108	0.75632	1	3.2796	0.41118	0.78034	0	NA	NA	NA
Selenohomocysteine	1	3.4704	0.22954	0.63702	-3.4704	0.77246	1	3.2796	0.46108	0.75632	1	3.2796	0.41118	0.78034	0	NA	NA	NA
L-Selenomethionine	2	9.127	0.0499	0.3962	-8.259	0.97006	1	8.9406	0.23154	0.5859	2	8.9406	0.16966	0.6332	0	NA	NA	NA
Acetate	8	0.44373	0.46108	0.92995	9.576	0.20758	0.65766	18.015	0.15369	0.45725	5	7.1978	0.55289	0.87516	3	20.126	0.035928	0.26222
O-Acetyl-L-homoserine	2	-2.2603	0.6507	1	11.498	0.13772	0.56029	11.809	0.13772	0.42748	1	4.8779	0.26946	0.68523	1	11.822	0.11178	0.36523
Hydrogen sulfide	5	1.9324	0.33932	0.80448	3.91	0.41916	0.9263	11.836	0.28743	0.61945	3	7.3244	0.33333	0.71923	2	9.7439	0.25749	0.52199
L-Asparagine	4	9.5838	0.035928	0.34299	-9.1067	0.98204	1	9.1673	0.34731	0.67237	4	9.1673	0.27944	0.68734	0	NA	NA	NA
tRNA(Asn)	1	5.0588	0.15768	0.55654	-5.0588	0.84431	1	4.9249	0.32335	0.64401	1	4.9249	0.26547	0.68339	0	NA	NA	NA
L-2-hydroxyisocaproate	3	14.187	0.013972	0.20842	-9.3769	0.98004	1	13.604	0.12575	0.41549	2	17.422	0.013972	0.20758	1	-1.075	0.98004	0.99634
2-Deoxy-D-ribose 5-phosphate	6	-8.2364	0.95409	1	24.236	0.00998	0.094022	23.981	0.017964	0.16304	3	1.7493	0.8982	0.93661	3	32.164	0.003992	0.078084
N-Acetyl-D-glucosamine 1-phosphate	1	5.8614	0.12575	0.549	-5.8614	0.87625	1	5.7452	0.27745	0.61779	1	5.7452	0.22156	0.67294	0	NA	NA	NA
D-Glucosamine 1-phosphate	2	4.5116	0.17764	0.57554	-4.5116	0.83832	1	3.8764	0.62275	0.84387	2	3.8764	0.56687	0.87516	0	NA	NA	NA
D-Glucosamine 6-phosphate	4	2.5589	0.25948	0.69324	-2.5589	0.78244	1	5.359	0.67864	0.8493	3	4.2852	0.66667	0.87536	1	3.296	0.43313	0.66576
N-Acetyl-D-glucosamine 6-phosphate	1	5.8614	0.12575	0.549	-5.8614	0.87625	1	5.7452	0.27745	0.61779	1	5.7452	0.22156	0.67294	0	NA	NA	NA
Mn2+	5	5.2569	0.15968	0.55654	-5.2569	0.88423	1	6.7906	0.6487	0.8493	4	6.4893	0.52894	0.87317	1	2.2056	0.57086	0.77758
2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol	1	2.5513	0.28144	0.72225	-2.5513	0.72056	1	2.2997	0.56287	0.82532	1	2.2997	0.52894	0.87317	0	NA	NA	NA
4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol	1	2.5513	0.28144	0.72225	-2.5513	0.72056	1	2.2997	0.56287	0.82532	1	2.2997	0.52894	0.87317	0	NA	NA	NA
tRNA(Met)	1	6.8124	0.095808	0.51041	-6.8124	0.90619	1	6.712	0.23752	0.5859	1	6.712	0.16567	0.6332	0	NA	NA	NA
(R)-Mevalonate	2	-0.77165	0.54691	0.99207	0.77165	0.47305	0.98305	7.5641	0.28543	0.61945	1	4.7909	0.27146	0.68523	1	5.9062	0.26747	0.52199
tRNA(Trp)	1	3.1084	0.25948	0.69324	-3.1084	0.74251	1	2.8975	0.49301	0.78148	1	2.8975	0.43912	0.80403	0	NA	NA	NA
L-Tryptophanyl-tRNA(Trp)	1	3.1084	0.25948	0.69324	-3.1084	0.74251	1	2.8975	0.49301	0.78148	1	2.8975	0.43912	0.80403	0	NA	NA	NA
dCDP	4	2.702	0.24351	0.66295	3.8993	0.41317	0.9216	15.182	0.11577	0.40689	2	10.864	0.10978	0.52355	2	10.607	0.22355	0.51936
dCTP	6	-4.4087	0.81238	1	15.075	0.063872	0.412	18.439	0.081836	0.37464	3	5.9323	0.47705	0.83659	3	20.144	0.035928	0.26222
dGTP	6	-4.4087	0.81238	1	15.075	0.063872	0.412	18.439	0.081836	0.37464	3	5.9323	0.47705	0.83659	3	20.144	0.035928	0.26222
dTDP	2	-4.0311	0.7984	1	13.269	0.10978	0.47638	11.062	0.15569	0.46128	1	2.2534	0.53293	0.87421	1	13.391	0.087824	0.33528
dTTP	3	-2.321	0.67465	1	9.8635	0.16567	0.62104	13.376	0.12974	0.42092	1	7.0456	0.15569	0.6332	2	11.4	0.20758	0.49517
dUDP	7	1.9543	0.35729	0.82176	3.4357	0.47106	0.98305	10.651	0.47305	0.7622	3	10.421	0.15369	0.6332	3	10.588	0.28743	0.52199
dUTP	7	-2.6735	0.71856	1	12.549	0.10379	0.45314	18.412	0.081836	0.37464	4	6.9111	0.48104	0.83659	3	20.144	0.035928	0.26222
UDP	19	4.299	0.23154	0.64008	-1.1871	0.8523	1	14.224	0.80439	0.9097	12	11.738	0.6008	0.87516	6	12.064	0.44112	0.66576
dITP	1	-8.2095	1	1	21.273	0.10379	0.45314	13.391	0.085828	0.37464	0	NA	NA	NA	1	13.391	0.087824	0.33528
dIDP	1	-8.2095	1	1	21.273	0.10379	0.45314	13.391	0.085828	0.37464	0	NA	NA	NA	1	13.391	0.087824	0.33528
Sodium	2	7.0692	0.091816	0.51041	-4.5212	0.83832	1	9.3581	0.22355	0.58286	1	11.754	0.067864	0.42517	1	1.48	0.71257	0.8889
L-Glutamate 5-semialdehyde	2	13.241	0.013972	0.20842	-8.4736	0.97206	1	13.083	0.1018	0.37623	2	13.083	0.061876	0.39723	0	NA	NA	NA
N-Succinyl-LL-2,6-diaminoheptanedioate	6	13.485	0.00998	0.20842	-7.7807	0.97206	1	21.709	0.025948	0.20904	4	21.555	0.003992	0.07984	2	7.1179	0.39321	0.63781
N-Succinyl-2-L-amino-6-oxoheptanedioate	3	20.292	0.001996	0.095276	-13.681	1	1	20.18	0.021956	0.18305	3	20.18	0.005988	0.10737	0	NA	NA	NA
Succinic semialdehyde	2	4.7671	0.17166	0.56901	9.2376	0.17166	0.6235	20.457	0.007984	0.10801	1	14.905	0.047904	0.38749	1	14.026	0.071856	0.31943
N2-Acetyl-L-ornithine	4	12.569	0.011976	0.20842	-7.937	0.96806	1	17.738	0.047904	0.27478	3	17.462	0.021956	0.28543	1	5.231	0.28543	0.52199
N-Acetyl-L-glutamate	2	6.7836	0.097804	0.51041	-2.0166	0.69661	1	14.238	0.085828	0.37464	1	14.905	0.047904	0.38749	1	5.231	0.28543	0.52199
beta-Alanine	3	6.8712	0.095808	0.51041	-2.9789	0.7525	1	9.874	0.23952	0.5859	1	14.905	0.047904	0.38749	2	1.5537	0.87625	0.96506
3-Oxopropanoate	1	14.951	0.005988	0.20416	-8.2095	1	1	14.905	0.067864	0.35006	1	14.905	0.047904	0.38749	0	NA	NA	NA
D-Methionine	7	11.39	0.031936	0.32206	-11.39	0.98802	1	11.028	0.43713	0.74964	6	11.968	0.20758	0.66632	1	-0.13782	0.93613	0.99634
LL-2,6-Diaminoheptanedioate	6	9.0908	0.0499	0.3962	-7.158	0.96008	1	17.287	0.0998	0.37464	4	16.139	0.033932	0.35928	2	7.1179	0.39321	0.63781
Succinate	9	1.6645	0.42315	0.91534	3.5307	0.47505	0.98305	14.905	0.30938	0.63927	6	8.4198	0.48503	0.84072	3	13.909	0.15768	0.43867
N-Acetyl-L-glutamate 5-semialdehyde	2	10.991	0.027944	0.30315	-9.208	0.98802	1	10.847	0.15968	0.46923	2	10.847	0.11178	0.52355	0	NA	NA	NA
Acetyl phosphate	5	-8.4206	0.96607	1	20.105	0.023952	0.19712	14.228	0.17964	0.50118	1	-0.90434	0.9481	0.97241	4	16.359	0.12774	0.3809
Propanoyl phosphate	4	-12.634	0.998	1	32.23	0.003992	0.062137	26.15	0.003992	0.068149	0	NA	NA	NA	4	26.15	0.00998	0.12513
Propionate (n-C3:0)	2	-6.2567	0.91417	1	15.494	0.065868	0.41736	15.002	0.075848	0.37464	0	NA	NA	NA	2	15.002	0.13772	0.40328
3-Hydroxypropionyl phosphate	3	-9.8484	0.99202	1	24.933	0.005988	0.062137	24.531	0.007984	0.10801	0	NA	NA	NA	3	24.531	0.015968	0.16975
3-Hydroxypropanoate	2	-6.2567	0.91417	1	15.494	0.065868	0.41736	15.002	0.075848	0.37464	0	NA	NA	NA	2	15.002	0.13772	0.40328
D-Glutamate	1	-3.3919	0.75848	1	3.3919	0.24351	0.70589	3.1971	0.46906	0.7622	0	NA	NA	NA	1	3.1971	0.43713	0.66576
Oxidized thioredoxin	12	-2.3383	0.67864	1	14.197	0.13573	0.55852	17.729	0.2515	0.59283	5	12.549	0.17166	0.6332	6	16.968	0.18164	0.45874
Reduced thioredoxin	12	-2.3383	0.67864	1	14.197	0.13573	0.55852	17.729	0.2515	0.59283	5	12.549	0.17166	0.6332	6	16.968	0.18164	0.45874
L-Alanyl-tRNA(Ala)	1	0.47786	0.45309	0.92975	-0.47786	0.5489	1	-0.33915	0.91018	0.95689	1	-0.33915	0.89421	0.93661	0	NA	NA	NA
tRNA(Ala)	1	0.47786	0.45309	0.92975	-0.47786	0.5489	1	-0.33915	0.91018	0.95689	1	-0.33915	0.89421	0.93661	0	NA	NA	NA
Phosphatidylglycerophosphate (LRE specific)	2	-3.5888	0.77445	1	3.5888	0.28144	0.74358	3.1433	0.6986	0.8493	1	-0.77964	0.93812	0.96408	1	5.225	0.28743	0.52199
7,8-Dihydrofolate	5	6.5315	0.11377	0.51558	-6.5315	0.93014	1	5.9502	0.71058	0.8493	5	5.9502	0.6986	0.87536	0	NA	NA	NA
Dihydropteroate	4	5.6953	0.11178	0.51558	-5.6953	0.91816	1	4.9989	0.71058	0.8493	4	4.9989	0.7006	0.87575	0	NA	NA	NA
Tetrahydrofolyl-[Glu](2)	3	6.3004	0.10579	0.51041	-6.3004	0.92615	1	5.9681	0.49501	0.78148	3	5.9681	0.47305	0.83659	0	NA	NA	NA
2-Demethylmenaquinone 8	5	-5.1134	0.86427	1	16.798	0.043912	0.32414	15.412	0.12774	0.42015	1	7.3461	0.14571	0.616	4	13.559	0.22954	0.51936
Menaquinol 7	8	-13.921	0.998	1	37.015	0.001996	0.044661	26.859	0.011976	0.12628	2	4.8997	0.48104	0.83659	6	28.186	0.005988	0.091504
Menaquinone 7	7	-17.694	1	1	42.382	0.001996	0.044661	25.937	0.00998	0.12554	1	-0.41696	0.9022	0.93661	6	28.186	0.005988	0.091504
Menaquinone 8	8	-10.24	0.99002	1	33.334	0.001996	0.044661	34.892	0.001996	0.043368	2	10.107	0.13174	0.58053	6	34.455	0.001996	0.057415
Ubiquinone-8	8	-15.037	1	1	38.131	0.001996	0.044661	34.423	0.001996	0.043368	1	6.9474	0.15968	0.6332	7	34.173	0.003992	0.078084
Ubiquinol-8	8	-15.037	1	1	38.131	0.001996	0.044661	34.423	0.001996	0.043368	1	6.9474	0.15968	0.6332	7	34.173	0.003992	0.078084
2-Demethylmenaquinol 8	4	-5.6901	0.87824	1	18.754	0.033932	0.25574	18.091	0.047904	0.27478	1	7.3461	0.14571	0.616	3	16.649	0.087824	0.33528
Menaquinol 8	8	-10.24	0.99002	1	33.334	0.001996	0.044661	34.892	0.001996	0.043368	2	10.107	0.13174	0.58053	6	34.455	0.001996	0.057415
O2	8	-12.835	0.998	1	32.395	0.001996	0.044661	27.767	0.00998	0.12554	1	11.218	0.075848	0.43342	7	25.444	0.023952	0.21296
tRNA(Val)	1	4.6444	0.16766	0.56097	-4.6444	0.83433	1	4.4992	0.36128	0.67457	1	4.4992	0.29741	0.68734	0	NA	NA	NA
L-Valine	5	9.4229	0.051896	0.3962	-7.8229	0.9481	1	8.8737	0.47904	0.7684	3	12.31	0.10379	0.50917	2	-1.0456	0.99401	0.998
L-Valyl-tRNA(Val)	1	4.6444	0.16766	0.56097	-4.6444	0.83433	1	4.4992	0.36128	0.67457	1	4.4992	0.29741	0.68734	0	NA	NA	NA
MPT synthase small subunit MoaD	5	-3.6938	0.76846	1	9.5362	0.18164	0.62827	10.313	0.36527	0.675	3	2.5738	0.83034	0.93661	2	13.154	0.18563	0.45874
MPT synthase sulfurylated small subunit (MoaD-SH)	5	-3.6938	0.76846	1	9.5362	0.18164	0.62827	10.313	0.36527	0.675	3	2.5738	0.83034	0.93661	2	13.154	0.18563	0.45874
Selenide	5	-6.9778	0.93613	1	12.82	0.093812	0.45314	9.6728	0.43513	0.74964	2	1.4651	0.8503	0.93661	3	11.291	0.25749	0.52199
Oxidized dithiothreitol	3	-1.5479	0.62475	1	1.5479	0.44112	0.95709	4.4499	0.63673	0.84387	2	1.4651	0.8503	0.93661	1	5.6355	0.26747	0.52199
Reduced dithiothreitol	3	-1.5479	0.62475	1	1.5479	0.44112	0.95709	4.4499	0.63673	0.84387	2	1.4651	0.8503	0.93661	1	5.6355	0.26747	0.52199
Fe2+	6	-6.2262	0.89421	1	11.559	0.13174	0.54839	12.641	0.27944	0.61945	3	1.3023	0.92814	0.95761	3	16.574	0.087824	0.33528
L-Selenocysteine	3	-1.5479	0.62475	1	1.5479	0.44112	0.95709	4.4499	0.63673	0.84387	2	1.4651	0.8503	0.93661	1	5.6355	0.26747	0.52199
[2Fe-1S] desulfurated iron-sulfur cluster	3	-2.0263	0.65469	1	2.0263	0.41317	0.9216	4.9366	0.58084	0.82795	2	1.4651	0.8503	0.93661	1	6.4786	0.23154	0.51936
Flavin adenine dinucleotide reduced	7	-5.7711	0.90419	1	5.7711	0.33932	0.84653	7.6177	0.73054	0.85728	4	0.60289	0.97804	0.98946	3	10.94	0.27345	0.52199
IscS sulfur acceptor protein	3	-2.0263	0.65469	1	2.0263	0.41317	0.9216	4.9366	0.58084	0.82795	2	1.4651	0.8503	0.93661	1	6.4786	0.23154	0.51936
IscS with bound sulfur	3	-2.0263	0.65469	1	2.0263	0.41317	0.9216	4.9366	0.58084	0.82795	2	1.4651	0.8503	0.93661	1	6.4786	0.23154	0.51936
IscU with bound [2Fe-2S] cluster	3	-2.0263	0.65469	1	2.0263	0.41317	0.9216	4.9366	0.58084	0.82795	2	1.4651	0.8503	0.93661	1	6.4786	0.23154	0.51936
IscU scaffold protein	3	-2.0263	0.65469	1	2.0263	0.41317	0.9216	4.9366	0.58084	0.82795	2	1.4651	0.8503	0.93661	1	6.4786	0.23154	0.51936
D-Aspartate	1	4.95	0.16168	0.55654	-4.95	0.84032	1	4.8134	0.33134	0.65446	1	4.8134	0.27146	0.68523	0	NA	NA	NA
D-Galactose	7	-21.547	1	1	51.173	0.001996	0.044661	43.505	0.001996	0.043368	0	NA	NA	NA	7	43.505	0.001996	0.057415
Lactose	3	-14.219	1	1	36.847	0.001996	0.044661	36.847	0.001996	0.043368	0	NA	NA	NA	3	36.847	0.003992	0.078084
2-Oxobutanoate	3	7.8224	0.075848	0.45256	-7.1136	0.94611	1	10.531	0.21158	0.55978	2	11.266	0.091816	0.45908	1	2.3079	0.5489	0.75397
L-Cystathionine	3	0.040873	0.50499	0.96677	7.5016	0.20758	0.65766	12.385	0.15369	0.45725	2	5.5213	0.40918	0.78034	1	13.643	0.081836	0.33528
Se-Methyl-L-selenocysteine	1	6.6705	0.0998	0.51041	-6.6705	0.9022	1	6.568	0.24152	0.5859	1	6.568	0.18164	0.6332	0	NA	NA	NA
Methaneselenol	4	1.5929	0.31936	0.77513	5.5529	0.35329	0.8604	14.927	0.12375	0.4127	2	11.266	0.091816	0.45908	2	9.8442	0.25349	0.52199
Methanethiol CH4S	1	6.6705	0.0998	0.51041	-6.6705	0.9022	1	6.568	0.24152	0.5859	1	6.568	0.18164	0.6332	0	NA	NA	NA
O-Succinyl-L-homoserine	2	-1.0883	0.56886	0.99207	10.326	0.1477	0.57476	13.004	0.10579	0.38699	1	6.568	0.18164	0.6332	1	11.822	0.11178	0.36523
L-Cysteinyl-tRNA(Cys)	1	-0.3036	0.54691	0.99207	0.3036	0.45509	0.96977	-0.71091	0.9481	0.98378	0	NA	NA	NA	1	-0.71091	0.96806	0.99634
tRNA(Cys)	1	-0.3036	0.54691	0.99207	0.3036	0.45509	0.96977	-0.71091	0.9481	0.98378	0	NA	NA	NA	1	-0.71091	0.96806	0.99634
UDP-N-acetyl-D-mannosamine	2	-0.48023	0.50499	0.96677	0.48023	0.51098	1	3.2374	0.69261	0.8493	1	1.9198	0.56886	0.87516	1	2.6587	0.51497	0.7278
3-Hydroxypropanal	8	-19.951	1	1	52.283	0.001996	0.044661	51.761	0.001996	0.043368	1	0.52507	0.78044	0.93661	7	55.136	0.001996	0.057415
Ethanol	5	-1.2245	0.58683	1	7.9314	0.23353	0.70295	11.561	0.30339	0.62871	2	7.4952	0.26547	0.68339	3	8.8054	0.39321	0.63781
(R)-Glycerate	2	-5.0718	0.86826	1	14.309	0.083832	0.45314	9.1486	0.22954	0.5859	1	0.52507	0.78044	0.93661	1	12.413	0.10579	0.36175
3-Hydroxypropionyl-CoA	3	-8.8809	0.97804	1	23.966	0.007984	0.080515	24.868	0.007984	0.10801	1	0.52507	0.78044	0.93661	2	30.085	0.005988	0.091504
Cytosine	5	-11.727	0.99601	1	29.254	0.003992	0.062137	23.66	0.011976	0.12628	0	NA	NA	NA	5	23.66	0.025948	0.21506
Deoxyadenosine	5	3.3314	0.2495	0.67668	4.5485	0.38922	0.9154	18.887	0.045908	0.27478	2	13.165	0.05988	0.38922	3	13.633	0.16367	0.44219
Deoxyinosine	4	4.7095	0.14172	0.55654	4.1005	0.41118	0.9216	20.288	0.017964	0.16304	2	13.165	0.05988	0.38922	2	15.526	0.12575	0.37725
Inosine	6	-12.991	0.99601	1	28.991	0.003992	0.062137	24.038	0.017964	0.16304	0	NA	NA	NA	6	24.038	0.023952	0.21296
Thymine	5	-11.727	0.99601	1	29.254	0.003992	0.062137	21.265	0.023952	0.1974	0	NA	NA	NA	5	21.265	0.053892	0.2775
5-Methylcytosine	2	-1.1272	0.57086	0.99207	1.1272	0.4511	0.96702	0.18726	0.95808	0.98544	0	NA	NA	NA	2	0.18726	0.95609	0.99634
Dodecanoate	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
Hexadecanoate (n-C16:0)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
hexadecenoate (n-C16:1)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
octadecanoate (n-C18:0)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
octadecenoate (n-C18:1)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
octadecynoate (n-C18:2)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
tetradecanoate	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
tetradecenoate (n-C14:1)	1	0.53751	0.4511	0.92975	-0.53751	0.55289	1	-0.2299	0.89022	0.94701	1	-0.2299	0.87226	0.93661	0	NA	NA	NA
UDPglucose	14	3.7684	0.24152	0.66255	-0.27696	0.75449	1	10.786	0.85429	0.93802	11	7.5779	0.86427	0.93661	3	8.7895	0.39521	0.63781
UDPgalactose	4	-1.0574	0.53293	0.99112	7.5894	0.27345	0.73884	8.9297	0.36727	0.67694	3	2.8795	0.80639	0.93661	1	12.872	0.0998	0.35622
UDP-N-acetyl-D-galactosamine	1	0.90755	0.41317	0.90746	-0.90755	0.58882	1	0.34747	0.82635	0.92734	1	0.34747	0.81238	0.93661	0	NA	NA	NA
1-Pyrroline-5-carboxylate	2	-3.5436	0.76447	1	12.781	0.11776	0.50491	12.313	0.11976	0.4127	1	2.9925	0.43114	0.80068	1	14.421	0.067864	0.31307
L-Glutamate 5-phosphate	2	6.006	0.12774	0.5503	-6.006	0.90419	1	5.7801	0.40319	0.70855	2	5.7801	0.38723	0.75984	0	NA	NA	NA
D-4-Hydroxy-2-oxoglutarate	1	12.919	0.013972	0.20842	-8.2095	1	1	12.866	0.093812	0.37464	1	12.866	0.055888	0.38749	0	NA	NA	NA
4-Hydroxy-L-glutamate	1	12.919	0.013972	0.20842	-8.2095	1	1	12.866	0.093812	0.37464	1	12.866	0.055888	0.38749	0	NA	NA	NA
Mercaptopyruvate	1	12.919	0.013972	0.20842	-8.2095	1	1	12.866	0.093812	0.37464	1	12.866	0.055888	0.38749	0	NA	NA	NA
Oxaloacetate	3	9.2607	0.051896	0.3962	-6.5416	0.93812	1	8.5965	0.28942	0.61945	2	11.289	0.091816	0.45908	1	-1.075	0.98004	0.99634
(S)-2-Aceto-2-hydroxybutanoate	2	-2.7573	0.6986	1	2.7573	0.34531	0.85256	2.279	0.79441	0.89983	0	NA	NA	NA	2	2.279	0.79641	0.90858
(R)-2,3-Dihydroxy-3-methylpentanoate	1	-1.3405	0.61078	1	1.3405	0.39321	0.91707	0.91502	0.74052	0.86334	0	NA	NA	NA	1	0.91502	0.80439	0.90858
Selenite	2	-9.1371	0.97804	1	18.375	0.01996	0.17014	9.8442	0.19162	0.52239	0	NA	NA	NA	2	9.8442	0.25349	0.52199
Methylselenic acid	2	-9.1371	0.97804	1	18.375	0.01996	0.17014	9.8442	0.19162	0.52239	0	NA	NA	NA	2	9.8442	0.25349	0.52199
D-Mannose 1-phosphate	1	6.6526	0.0998	0.51041	-6.6526	0.9022	1	6.5498	0.24152	0.5859	1	6.5498	0.18363	0.6332	0	NA	NA	NA
D-Mannose 6-phosphate	2	2.8562	0.25948	0.69324	-2.8562	0.75649	1	6.3052	0.35928	0.67436	1	6.5498	0.18363	0.6332	1	2.367	0.54291	0.74996
Dephospho-CoA	1	0.0917	0.501	0.96677	-0.0917	0.501	1	-1.4533	0.97206	0.9872	1	-1.4533	0.98204	0.99157	0	NA	NA	NA
UDP-N-acetylmuramoyl-L-alanine	2	-1.8761	0.62275	1	1.8761	0.40719	0.9216	2.3316	0.79042	0.89815	1	0.10024	0.8483	0.93661	1	3.1971	0.43713	0.66576
UDP-N-acetylmuramate	2	2.5647	0.27944	0.72225	-2.5647	0.73653	1	1.9539	0.83034	0.92734	2	1.9539	0.79641	0.93661	0	NA	NA	NA
peptidoglycan with D-lac as C-terminal residue to form pentadepsipeptide	3	-3.1943	0.74251	1	3.1943	0.3493	0.85651	-2.4762	0.99601	0.9974	0	NA	NA	NA	2	2.7723	0.76447	0.90858
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-lactate	4	-4.353	0.8004	1	4.353	0.39122	0.9154	-0.74153	0.99002	0.99557	0	NA	NA	NA	3	3.8835	0.76846	0.90858
2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	4	6.1688	0.10379	0.51041	-5.5867	0.91617	1	6.836	0.53693	0.80761	3	7.3429	0.33333	0.71923	1	0.95374	0.79441	0.90858
2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	4	6.2766	0.1018	0.51041	-5.6946	0.91816	1	6.9483	0.52495	0.79407	3	7.4726	0.31737	0.71551	1	0.95374	0.79441	0.90858
dIMP	2	13.284	0.013972	0.20842	-10.062	0.99401	1	13.165	0.0998	0.37464	2	13.165	0.05988	0.38922	0	NA	NA	NA
1-deoxy-D-xylulose 5-phosphate	2	-7.1917	0.93812	1	16.429	0.053892	0.37103	10.333	0.16766	0.48279	0	NA	NA	NA	2	10.333	0.23154	0.51936
Sulfite	1	-0.76279	0.57485	0.99659	0.76279	0.42914	0.94543	0.13681	0.8483	0.93431	0	NA	NA	NA	1	0.13681	0.9022	0.98476
tRNA(Tyr)	1	5.0456	0.15968	0.55654	-5.0456	0.84232	1	4.9115	0.32335	0.64401	1	4.9115	0.26547	0.68339	0	NA	NA	NA
L-Tyrosyl-tRNA(Tyr)	1	5.0456	0.15968	0.55654	-5.0456	0.84232	1	4.9115	0.32335	0.64401	1	4.9115	0.26547	0.68339	0	NA	NA	NA
N1-(5-Phospho-D-ribosyl)glycinamide	2	5.0193	0.15968	0.55654	-5.0193	0.86427	1	4.7382	0.52096	0.79137	2	4.7382	0.49301	0.85172	0	NA	NA	NA
5-Phospho-beta-D-ribosylamine	2	4.76	0.17166	0.56901	-4.76	0.8483	1	4.4701	0.5489	0.81483	2	4.4701	0.51297	0.86888	0	NA	NA	NA
5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	2	6.1075	0.11976	0.52931	-6.1075	0.91218	1	5.8805	0.38922	0.70651	2	5.8805	0.38124	0.75955	0	NA	NA	NA
