Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
L-threonine transport out via proton antiport	3	-6.4829	0.92615	1	6.4829	0.21756	0.73189	8.458	0.29541	0.61464	1	1.6578	0.65868	0.84666	2	9.1866	0.28743	0.62697
L-tyrosine transport in/out via proton symport	2	17.134	0.005988	0.38223	-11.018	0.99601	1	17.039	0.031936	0.36174	2	17.039	0.027944	0.38598	0	NA	NA	NA
L-valine transport in/out via proton symport	4	8.2129	0.075848	0.52668	-6.4241	0.93613	1	7.6715	0.48303	0.73516	2	11.895	0.091816	0.40993	2	-1.0456	0.99202	0.99675
Leucyl-tRNA synthetase	1	3.7328	0.21557	0.70017	-3.7328	0.79042	1	3.5545	0.39721	0.71039	1	3.5545	0.42116	0.81899	0	NA	NA	NA
Lipoate-ATP adenylate transferase	1	-8.2095	1	1	21.273	0.1018	0.50089	13.094	0.07984	0.43597	0	NA	NA	NA	1	13.094	0.10579	0.40123
Lipteichoic acid reaction (Lb.reuteri specific)	2	-2.9749	0.72255	1	2.9749	0.31537	0.86016	5.3603	0.42515	0.73244	1	1.5812	0.66267	0.84666	1	5.9994	0.28543	0.62697
Lysyl-tRNA synthetase	1	0.76383	0.44511	0.93954	-0.76383	0.55888	1	0.13838	0.8523	0.92301	1	0.13838	0.87425	0.93977	0	NA	NA	NA
Malic enzyme (NAD)	1	-8.2095	1	1	21.273	0.1018	0.50089	8.9845	0.13573	0.44551	0	NA	NA	NA	1	8.9845	0.18164	0.48706
Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase	1	5.8268	0.12974	0.68855	-5.8268	0.87226	1	5.71	0.2475	0.58089	1	5.71	0.23952	0.67864	0	NA	NA	NA
Maltodextrin glucosidase (maltohexaose)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.401	0.07984	0.43597	0	NA	NA	NA	1	13.401	0.10379	0.39724
Maltodextrin glucosidase (maltopentaose)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.401	0.07984	0.43597	0	NA	NA	NA	1	13.401	0.10379	0.39724
Maltodextrin glucosidase (maltotetraose)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.401	0.07984	0.43597	0	NA	NA	NA	1	13.401	0.10379	0.39724
Maltodextrin glucosidase (maltotriose)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.401	0.07984	0.43597	0	NA	NA	NA	1	13.401	0.10379	0.39724
Maltose O-acetyltransferase	2	-0.1849	0.52295	0.99121	0.1849	0.48902	1	3.1855	0.66467	0.80849	1	2.1101	0.57884	0.84666	1	2.3949	0.62076	0.8874
Mannitol efflux via ABC system	4	9.7077	0.047904	0.38223	-3.1758	0.77445	1	11.136	0.25349	0.58754	2	14.836	0.065868	0.38894	2	0.91241	0.90818	0.98431
Methionine g lyase	1	6.6705	0.095808	0.57408	-6.6705	0.90818	1	6.568	0.20559	0.52563	1	6.568	0.18762	0.58816	0	NA	NA	NA
Methionyl-tRNA formyltransferase	1	-2.285	0.69261	1	2.285	0.30938	0.86016	2.0081	0.57884	0.80305	0	NA	NA	NA	1	2.0081	0.66267	0.8874
Methionyl-tRNA synthetase	1	6.8124	0.093812	0.57408	-6.8124	0.90818	1	6.712	0.20359	0.52563	1	6.712	0.18363	0.58816	0	NA	NA	NA
MoaD:cysteine sulfur transferase	4	-0.025061	0.49301	0.97423	0.025061	0.57884	1	5.0467	0.71657	0.83041	3	2.5738	0.83433	0.92174	1	5.6355	0.30539	0.63024
Molybdenum cofactor synthase	1	-5.5129	0.8523	1	5.5129	0.1497	0.598	5.3896	0.25749	0.58763	0	NA	NA	NA	1	5.3896	0.32735	0.6321
Molybdopterin guanine dinucleotide synthase	2	-8.9422	0.97405	1	8.9422	0.18563	0.67942	8.7895	0.24351	0.57515	0	NA	NA	NA	2	8.7895	0.30539	0.63024
N-acetylmuramoyl-L-alanine amidase	3	-4.8688	0.84431	1	4.8688	0.27146	0.8127	4.1503	0.67265	0.80849	0	NA	NA	NA	3	4.1503	0.78443	0.90231
NAD diphosphatase	2	9.8049	0.0499	0.38223	-9.1487	0.97804	1	9.6507	0.20359	0.52563	2	9.6507	0.16766	0.58816	0	NA	NA	NA
NAD kinase	1	-0.69268	0.56687	1	0.69268	0.43713	0.96375	0.028798	0.87226	0.93399	0	NA	NA	NA	1	0.028798	0.90619	0.98431
NAD synthase (nh4)	1	-0.41659	0.53892	1	0.41659	0.46307	0.98869	-0.45927	0.93014	0.96922	0	NA	NA	NA	1	-0.45927	0.9501	0.99292
NADH dehydrogenase (Menaquinone 7 & no proton)	1	-8.2095	1	1	21.273	0.1018	0.50089	9.7128	0.12375	0.43597	0	NA	NA	NA	1	9.7128	0.16966	0.47938
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	3	-10.865	0.998	1	25.95	0.003992	0.19774	16.649	0.055888	0.43597	0	NA	NA	NA	3	16.649	0.07984	0.39724
NADH dehydrogenase (menaquinone-8 & 0 protons)	3	-10.865	0.998	1	25.95	0.003992	0.19774	16.649	0.055888	0.43597	0	NA	NA	NA	3	16.649	0.07984	0.39724
NADH dehydrogenase (ubiquinone-8 )	3	-10.865	0.998	1	25.95	0.003992	0.19774	16.649	0.055888	0.43597	0	NA	NA	NA	3	16.649	0.07984	0.39724
NADH oxidase (H2O forming)	1	-7.3152	0.88423	1	7.3152	0.11776	0.54347	7.2215	0.17964	0.49501	0	NA	NA	NA	1	7.2215	0.2475	0.61657
NAPRTase	2	1.8877	0.36327	0.81993	-1.8877	0.64671	1	2.1353	0.77046	0.86589	1	3.0966	0.46307	0.81899	1	-0.076848	0.92016	0.98674
NMN permease	1	18.848	0.017964	0.38223	-8.2095	1	1	18.812	0.043912	0.38436	1	18.812	0.023952	0.36997	0	NA	NA	NA
Nicotinamide-nucleotide adenylyltransferase	2	1.2035	0.41717	0.90534	-1.2035	0.58683	1	0.36237	0.92016	0.96558	2	0.36237	0.92016	0.9501	0	NA	NA	NA
Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
Nucleoside-triphosphatase (CTP)	1	-1.837	0.65469	1	1.837	0.34731	0.86016	1.5047	0.64671	0.80305	0	NA	NA	NA	1	1.5047	0.72854	0.8874
Nucleoside-triphosphatase (GTP)	4	-2.6973	0.6986	1	2.6973	0.44112	0.96397	5.2198	0.70659	0.82398	1	2.7983	0.49501	0.81899	3	4.4116	0.76447	0.89139
Nucleoside-triphosphatase (ITP)	1	-1.837	0.65469	1	1.837	0.34731	0.86016	1.5047	0.64671	0.80305	0	NA	NA	NA	1	1.5047	0.72854	0.8874
O-Acetyl-L-homoserine acetate-lyase (adding methanethiol)	1	5.013	0.15768	0.70017	-5.013	0.84431	1	4.8779	0.28343	0.60596	1	4.8779	0.29741	0.72626	0	NA	NA	NA
O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)	1	7.0682	0.091816	0.57408	-7.0682	0.91018	1	6.9713	0.18962	0.51677	1	6.9713	0.17565	0.58816	0	NA	NA	NA
O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	2	-4.6667	0.81437	1	13.904	0.11577	0.54347	10.524	0.17964	0.49501	1	1.2403	0.71257	0.84666	1	13.643	0.0998	0.39724
O-succinylhomoserine lyase (L-cysteine)	1	6.6705	0.095808	0.57408	-6.6705	0.90818	1	6.568	0.20559	0.52563	1	6.568	0.18762	0.58816	0	NA	NA	NA
Octadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]   C-acyltransferase (decarboxylating)	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Octaprenyl pyrophosphate synthase	1	-6.0601	0.85828	1	6.0601	0.14371	0.58994	5.9477	0.23553	0.56894	0	NA	NA	NA	1	5.9477	0.28743	0.62697
Ornithine transaminase	1	14.951	0.023952	0.38223	-8.2095	1	1	14.905	0.065868	0.43597	1	14.905	0.033932	0.38894	0	NA	NA	NA
Oxalyl-CoA decarboxylase	1	-1.7688	0.6487	1	1.7688	0.35329	0.86633	1.4261	0.65669	0.80756	0	NA	NA	NA	1	1.4261	0.73852	0.8874
Phenylalanyl-tRNA synthetase	2	3.5561	0.22954	0.70017	-3.5561	0.78244	1	3.1957	0.66467	0.80849	2	3.1957	0.64671	0.84666	0	NA	NA	NA
Phosphate acetyltransferase	2	-11.61	1	1	30.085	0.007984	0.19774	21.979	0.00998	0.36174	0	NA	NA	NA	2	21.979	0.017964	0.39724
Phosphate propanoyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
Phosphatidylglycerol phosphate phosphatase (LRE specific)	1	-5.3518	0.84232	1	5.3518	0.15968	0.62685	5.225	0.26547	0.5967	0	NA	NA	NA	1	5.225	0.33932	0.6321
Phosphatidylglycerol synthase (LRE specific)	1	0.27645	0.48902	0.97411	-0.27645	0.51497	1	-0.77964	0.95609	0.98114	1	-0.77964	0.9481	0.9723	0	NA	NA	NA
Phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose glycerophosphotransferase	1	0.57314	0.46108	0.95161	-0.57314	0.54092	1	-0.1676	0.88822	0.94405	1	-0.1676	0.89222	0.94571	0	NA	NA	NA
Phospho N acetylmuramoyl pentapeptide transferase alpha glutamate	1	-2.8781	0.73054	1	2.8781	0.27345	0.8127	2.652	0.499	0.73516	0	NA	NA	NA	1	2.652	0.57884	0.85807
Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	1	-2.8781	0.73054	1	2.8781	0.27345	0.8127	2.652	0.499	0.73516	0	NA	NA	NA	1	2.652	0.57884	0.85807
Phosphofructokinase, PfkB	2	-5.1126	0.84032	1	14.35	0.0998	0.50089	9.624	0.20359	0.52563	1	0.44691	0.83433	0.92174	1	13.163	0.10379	0.39724
Phosphopantothenate-cysteine ligase	1	0.69544	0.45509	0.946	-0.69544	0.5489	1	0.03314	0.87226	0.93399	1	0.03314	0.88024	0.93977	0	NA	NA	NA
Phosphoribosylaminoimidazole carboxylase	1	1.8368	0.34331	0.81709	-1.8368	0.65868	1	1.5044	0.64671	0.80305	1	1.5044	0.67465	0.84666	0	NA	NA	NA
Phosphoribosylaminoimidazole carboxylase (mutase rxn)	1	2.1612	0.32335	0.80084	-2.1612	0.67864	1	1.8709	0.59082	0.80305	1	1.8709	0.61677	0.84666	0	NA	NA	NA
Polyphosphate kinase	1	-2.4411	0.70259	1	2.4411	0.2994	0.8589	2.1797	0.5489	0.78503	0	NA	NA	NA	1	2.1797	0.64271	0.8874
Precorrin-2 C20-methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.503	0.12575	0.43597	0	NA	NA	NA	1	9.503	0.17565	0.48018
Precorrin-3B C17-methyltransferase (EC 2.1.1.131)	1	-8.2095	1	1	21.273	0.1018	0.50089	10.209	0.11577	0.43597	0	NA	NA	NA	1	10.209	0.1477	0.44698
Precorrin-4 C11-methyltransferase (EC 2.1.1.133)	1	-8.2095	1	1	21.273	0.1018	0.50089	10.394	0.10778	0.43597	0	NA	NA	NA	1	10.394	0.13972	0.43549
Precorrin-6A synthase (deacetylating)	2	-11.61	1	1	30.085	0.007984	0.19774	12.816	0.11577	0.43597	0	NA	NA	NA	2	12.816	0.15369	0.45248
Precorrin-6X reductase (EC 1.3.1.54)	1	-8.2095	1	1	21.273	0.1018	0.50089	9.894	0.12176	0.43597	0	NA	NA	NA	1	9.894	0.15968	0.46362
Precorrin-6Y C5,15-methyltransferase [decarboxylating] E.C. 2.1.1.132	2	-11.61	1	1	30.085	0.007984	0.19774	13.375	0.10579	0.43597	0	NA	NA	NA	2	13.375	0.1497	0.44698
Precorrin-8X methylmutase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.4442	0.12774	0.43597	0	NA	NA	NA	1	9.4442	0.17565	0.48018
Precorrin-8X methylmutase (EC 5.4.1.2)	1	-8.2095	1	1	21.273	0.1018	0.50089	9.4442	0.12774	0.43597	0	NA	NA	NA	1	9.4442	0.17565	0.48018
Prenyl transferase	1	-6.0601	0.85828	1	6.0601	0.14371	0.58994	5.9477	0.23553	0.56894	0	NA	NA	NA	1	5.9477	0.28743	0.62697
Prolyl-tRNA synthetase	1	-2.7179	0.72056	1	2.7179	0.28144	0.82326	2.48	0.51297	0.75425	0	NA	NA	NA	1	2.48	0.61277	0.8874
Propionate kinase	2	-6.2567	0.89222	1	15.494	0.071856	0.50089	15.002	0.065868	0.43597	0	NA	NA	NA	2	15.002	0.12575	0.43041
Pyrazinamidase	1	2.3297	0.31537	0.79626	-2.3297	0.68862	1	2.0574	0.57285	0.80305	1	2.0574	0.58882	0.84666	0	NA	NA	NA
Pyridoxal 5-phosphate phosphatase	2	4.905	0.17365	0.70017	-4.905	0.84631	1	4.5555	0.499	0.73516	2	4.5555	0.51697	0.81899	0	NA	NA	NA
Pyrimidine phosphatase	2	2.7316	0.27944	0.74685	-2.7316	0.73054	1	6.0169	0.36327	0.68079	1	6.2604	0.20559	0.61399	1	2.2488	0.63473	0.8874
Pyrroline-5-carboxylate reductase	1	3.1981	0.23752	0.70017	-3.1981	0.76647	1	2.9925	0.46507	0.73516	1	2.9925	0.47705	0.81899	0	NA	NA	NA
Quinone oxidoreductase	1	-6.1296	0.86228	1	6.1296	0.13972	0.58994	6.0184	0.23154	0.56894	0	NA	NA	NA	1	6.0184	0.28144	0.62697
Raffinose galactohydrolase	2	-11.286	0.99002	1	20.524	0.00998	0.2247	13.881	0.1018	0.43597	0	NA	NA	NA	2	13.881	0.13972	0.43549
Riboflavin synthase	2	-2.4224	0.68663	1	2.4224	0.34132	0.86016	1.8917	0.78842	0.87944	0	NA	NA	NA	2	1.8917	0.81238	0.92593
Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	3	-0.67911	0.55888	1	8.2216	0.19561	0.6888	12.96	0.13772	0.44551	2	4.4815	0.52495	0.81989	1	16.109	0.083832	0.39724
Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	3	-0.67911	0.55888	1	8.2216	0.19561	0.6888	12.96	0.13772	0.44551	2	4.4815	0.52495	0.81989	1	16.109	0.083832	0.39724
Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	3	-0.67911	0.55888	1	8.2216	0.19561	0.6888	12.96	0.13772	0.44551	2	4.4815	0.52495	0.81989	1	16.109	0.083832	0.39724
Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	3	-0.67911	0.55888	1	8.2216	0.19561	0.6888	12.96	0.13772	0.44551	2	4.4815	0.52495	0.81989	1	16.109	0.083832	0.39724
Ribose 5-phosphate phosphatase	2	-2.0176	0.66267	1	2.0176	0.36327	0.8735	3.9537	0.55289	0.78503	1	1.2609	0.70858	0.84666	1	4.3305	0.38723	0.68786
Ribose transport via ABC system	1	10.756	0.037924	0.38223	-8.2095	1	1	10.692	0.10579	0.43597	1	10.692	0.065868	0.38894	0	NA	NA	NA
S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.503	0.12575	0.43597	0	NA	NA	NA	1	9.503	0.17565	0.48018
S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	10.209	0.11577	0.43597	0	NA	NA	NA	1	10.209	0.1477	0.44698
S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	10.394	0.10778	0.43597	0	NA	NA	NA	1	10.394	0.13972	0.43549
S-adenosylmethione:2-demethylmenaquinone methyltransferase	1	7.4383	0.081836	0.54779	-7.4384	0.92216	1	7.3461	0.17764	0.49501	1	7.3461	0.16168	0.58816	0	NA	NA	NA
S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	1	7.4383	0.081836	0.54779	-7.4384	0.92216	1	7.3461	0.17764	0.49501	1	7.3461	0.16168	0.58816	0	NA	NA	NA
S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7)	1	7.4383	0.081836	0.54779	-7.4384	0.92216	1	7.3461	0.17764	0.49501	1	7.3461	0.16168	0.58816	0	NA	NA	NA
SUF [4Fe-4S] Reduction	2	-8.975	0.97405	1	8.975	0.18563	0.67942	8.8178	0.24351	0.57515	0	NA	NA	NA	2	8.8178	0.30339	0.63024
Serine O-acetyltransferase	1	7.2763	0.087824	0.5724	-7.2763	0.91617	1	7.1822	0.17964	0.49501	1	7.1822	0.16766	0.58816	0	NA	NA	NA
Succinate dehydrogenase	2	0.66003	0.45309	0.946	-0.66003	0.55489	1	-0.61245	0.97006	0.98667	2	-0.61245	0.98204	0.98426	0	NA	NA	NA
Succinyldiaminopimelate transaminase	2	19.707	0.003992	0.32956	-11.61	1	1	19.637	0.015968	0.36174	2	19.637	0.011976	0.25732	0	NA	NA	NA
Sucrose phosphorylase	1	21.273	0.013972	0.38223	-8.2095	1	1	21.273	0.037924	0.36174	1	21.273	0.013972	0.25732	0	NA	NA	NA
Sucrose transport via permease	1	21.273	0.013972	0.38223	-8.2095	1	1	21.273	0.037924	0.36174	1	21.273	0.013972	0.25732	0	NA	NA	NA
THRt2r	3	-6.4829	0.92615	1	6.4829	0.21756	0.73189	8.458	0.29541	0.61464	1	1.6578	0.65868	0.84666	2	9.1866	0.28743	0.62697
Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	1	2.9173	0.25349	0.70017	-2.9173	0.7485	1	2.6939	0.49301	0.73516	1	2.6939	0.50898	0.81899	0	NA	NA	NA
Tetradecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	1	9.5607	0.0499	0.38223	-8.2095	1	1	9.4887	0.12575	0.43597	1	9.4887	0.081836	0.38894	0	NA	NA	NA
Tetrahydrofolate aminomethyltransferase	1	1.8327	0.34531	0.81709	-1.8327	0.65868	1	1.4997	0.6487	0.80305	1	1.4997	0.67465	0.84666	0	NA	NA	NA
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	3	6.3004	0.10579	0.60213	-6.3004	0.92615	1	5.9681	0.49501	0.73516	3	5.9681	0.46108	0.81899	0	NA	NA	NA
Threonine aldolase	1	1.8327	0.34531	0.81709	-1.8327	0.65868	1	1.4997	0.6487	0.80305	1	1.4997	0.67465	0.84666	0	NA	NA	NA
Threonine-phosphate decarboxylase (EC 4.1.1.81)	1	-8.2095	1	1	21.273	0.1018	0.50089	9.8431	0.12176	0.43597	0	NA	NA	NA	1	9.8431	0.16367	0.47196
Threonyl-tRNA synthetase	1	3.6072	0.21956	0.70017	-3.6072	0.78244	1	3.4232	0.40319	0.71765	1	3.4232	0.43513	0.81899	0	NA	NA	NA
Trehalose-6-phosphate hydrolase	1	0.38559	0.47904	0.95938	-0.38559	0.52295	1	-0.52384	0.93812	0.97074	1	-0.52384	0.93014	0.9561	0	NA	NA	NA
Tryptophan transaminase	4	11.128	0.027944	0.38223	-6.0653	0.93014	1	15.005	0.10379	0.43597	2	18.686	0.013972	0.25732	2	2.5343	0.7525	0.8874
Tryptophanyl-tRNA synthetase	1	3.1084	0.23952	0.70017	-3.1084	0.76248	1	2.8975	0.47305	0.73516	1	2.8975	0.48503	0.81899	0	NA	NA	NA
Tyrosyl-tRNA synthetase	1	5.0456	0.15569	0.70017	-5.0456	0.84631	1	4.9115	0.27944	0.60437	1	4.9115	0.29142	0.72626	0	NA	NA	NA
UDP N acetylglucosamine N acetylmuramyl pentapeptide pyrophosphoryl undecaprenol N acetylglucosamine transferase	1	-3.0222	0.73653	1	3.0222	0.26547	0.8127	2.8058	0.48303	0.73516	0	NA	NA	NA	1	2.8058	0.55489	0.85543
UDP N acetylmuramoyl L alanyl D glutamate lysine synthetase alpha glutamate	1	3.7062	0.21557	0.70017	-3.7062	0.78643	1	3.5267	0.39721	0.71039	1	3.5267	0.42515	0.81899	0	NA	NA	NA
UDP-N-acetylenolpyruvoylglucosamine reductase	1	2.8883	0.25749	0.70856	-2.8883	0.74651	1	2.663	0.49701	0.73516	1	2.663	0.51297	0.81899	0	NA	NA	NA
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2	-1.9326	0.65868	1	1.9326	0.36727	0.87742	1.334	0.8503	0.92301	0	NA	NA	NA	2	1.334	0.87026	0.9588
UDP-N-acetylglucosamine 2-epimerase	2	-0.48023	0.5509	1	0.48023	0.46307	0.98869	3.2374	0.65669	0.80756	1	1.9198	0.60878	0.84666	1	2.6587	0.57685	0.85807
UDP-N-acetylglucosamine diphosphorylase	1	5.8614	0.12974	0.68855	-5.8614	0.87226	1	5.7452	0.24351	0.57515	1	5.7452	0.23952	0.67864	0	NA	NA	NA
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	1	-3.0222	0.73653	1	3.0222	0.26547	0.8127	2.8058	0.48303	0.73516	0	NA	NA	NA	1	2.8058	0.55489	0.85543
UDP-N-acetylmuramoyl-L-alanine synthetase	1	0.73872	0.44711	0.94108	-0.73872	0.55489	1	0.10024	0.86028	0.92895	1	0.10024	0.87824	0.93977	0	NA	NA	NA
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	1	-3.3919	0.77046	1	3.3919	0.23154	0.73833	3.1971	0.43513	0.73244	0	NA	NA	NA	1	3.1971	0.501	0.79894
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase (alpha-glutamate)	1	-3.5378	0.77445	1	3.5378	0.22754	0.73189	3.3504	0.41717	0.72686	0	NA	NA	NA	1	3.3504	0.49301	0.79221
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase (gamma-glutamate)	1	-3.5378	0.77445	1	3.5378	0.22754	0.73189	3.3504	0.41717	0.72686	0	NA	NA	NA	1	3.3504	0.49301	0.79221
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	2	2.8027	0.27745	0.74419	-2.8027	0.73253	1	1.9066	0.78842	0.87944	2	1.9066	0.79042	0.90981	0	NA	NA	NA
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	1	-3.5378	0.77445	1	3.5378	0.22754	0.73189	3.3504	0.41717	0.72686	0	NA	NA	NA	1	3.3504	0.49301	0.79221
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-lactate synthetase	1	-3.5378	0.77445	1	3.5378	0.22754	0.73189	3.3504	0.41717	0.72686	0	NA	NA	NA	1	3.3504	0.49301	0.79221
UDPgalactopyranose mutase	2	3.6678	0.22555	0.70017	-3.6678	0.78643	1	3.281	0.64471	0.80305	2	3.281	0.63673	0.84666	0	NA	NA	NA
UDPglucose 4-epimerase	1	0.90755	0.42914	0.92154	-0.90755	0.57285	1	0.34747	0.82236	0.90593	1	0.34747	0.84232	0.92383	0	NA	NA	NA
UTP-glucose-1-phosphate uridylyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.3865	0.13174	0.44551	0	NA	NA	NA	1	9.3865	0.17764	0.48251
Undecaprenyl diphosphate synthase	3	-3.3263	0.7505	1	3.3263	0.34331	0.86016	4.9489	0.57685	0.80305	1	1.4871	0.67864	0.84666	2	5.0096	0.53293	0.83718
Undecaprenyl-phosphate glucose phosphotransferase	1	2.4348	0.3014	0.77487	-2.4348	0.7006	1	2.1727	0.5489	0.78503	1	2.1727	0.56487	0.84666	0	NA	NA	NA
Valyl-tRNA synthetase	1	4.6444	0.17764	0.70017	-4.6444	0.82435	1	4.4992	0.30739	0.62656	1	4.4992	0.33333	0.776	0	NA	NA	NA
a-galactosidase (melibiose)	2	-11.286	0.99002	1	20.524	0.00998	0.2247	13.881	0.1018	0.43597	0	NA	NA	NA	2	13.881	0.13972	0.43549
acetaldehyde dehydrogenase (acetylating)	1	1.0369	0.41916	0.90534	-1.0369	0.58283	1	0.52507	0.8004	0.88616	1	0.52507	0.81836	0.92174	0	NA	NA	NA
acetate kinase	2	-6.2567	0.89222	1	15.494	0.071856	0.50089	15.002	0.065868	0.43597	0	NA	NA	NA	2	15.002	0.12575	0.43041
acetoin dehydrogenase	1	-2.9358	0.73253	1	2.9358	0.26946	0.8127	2.7137	0.49301	0.73516	0	NA	NA	NA	1	2.7137	0.56487	0.85543
acetolactate decarboxylase	1	-1.6977	0.64072	1	1.6977	0.36128	0.8735	1.3435	0.67864	0.81362	0	NA	NA	NA	1	1.3435	0.75848	0.89139
acetolactate synthase (Also catalyzes ACHBS)	1	-2.5589	0.71657	1	2.5589	0.28743	0.83421	2.3079	0.53094	0.76852	0	NA	NA	NA	1	2.3079	0.62475	0.8874
acetyl-CoA C-acetyltransferase	1	0.092894	0.50299	0.98349	-0.092894	0.499	1	-1.4465	0.97804	0.98667	1	-1.4465	0.97605	0.98048	0	NA	NA	NA
acetyl-CoA carboxylase	5	11.456	0.035928	0.38223	-11.456	0.998	1	11.154	0.31737	0.63816	5	11.154	0.22555	0.66022	0	NA	NA	NA
acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase	1	5.8614	0.12974	0.68855	-5.8614	0.87226	1	5.7452	0.24351	0.57515	1	5.7452	0.23952	0.67864	0	NA	NA	NA
acetyl-diaminopimelate deacetylase	1	10.422	0.045908	0.38223	-8.2095	1	1	10.356	0.11577	0.43597	1	10.356	0.06986	0.38894	0	NA	NA	NA
acetyldiaminopimelate transaminase	4	11.128	0.027944	0.38223	-6.0653	0.93014	1	15.005	0.10379	0.43597	2	18.686	0.013972	0.25732	2	2.5343	0.7525	0.8874
acetylornithine transaminase	2	10.991	0.03992	0.38223	-9.208	0.98004	1	10.847	0.16766	0.49308	2	10.847	0.12176	0.48483	0	NA	NA	NA
acyl-carrier protein synthase	1	0.80986	0.43912	0.93219	-0.80986	0.56487	1	0.20696	0.84431	0.91972	1	0.20696	0.86627	0.93977	0	NA	NA	NA
acylphosphatase	1	0.23129	0.48902	0.97411	-0.23129	0.51297	1	-0.90434	0.95609	0.98114	1	-0.90434	0.9521	0.97414	0	NA	NA	NA
adenine phosphoribosyltransferase	2	7.391	0.10778	0.60213	-7.391	0.93613	1	7.2043	0.29741	0.61464	2	7.2043	0.28942	0.72626	0	NA	NA	NA
adenosylhomocysteine nucleosidase	1	-0.23195	0.52096	0.98995	0.23195	0.48303	1	-0.9024	0.95609	0.98114	0	NA	NA	NA	1	-0.9024	0.96607	0.99292
adenylate kinase	1	1.598	0.36527	0.81993	-1.598	0.63673	1	1.2263	0.69661	0.81362	1	1.2263	0.71257	0.84666	0	NA	NA	NA
