Rxn name	Formula	Gene-reaction association	LB	UB	Objective
LDH_L	lac__L_c + nad_c  <=> h_c + nadh_c + pyr_c 	AC5u0009GL000175 or AC5u0009GL000844 or AC5u0009GL001071 or AC5u0009GL001116 or AC5u0009GL001747 or AC5u0009GL000468 or AC5u0009GL000611 or AC5u0009GL000177 or ( AC5u0009GL000795 and AC5u0009GL000796 and AC5u0009GL000797 )	-1000.00	1000.00	  0.00
DRPA	2dr5p_c  -> acald_c + g3p_c 	AC5u0009GL000557 or AC5u0009GL001508	  0.00	1000.00	  0.00
SUCBZL	atp_c + coa_c + sucbz_c  -> amp_c + ppi_c + sbzcoa_c 	AC5u0009GL001766	  0.00	1000.00	  0.00
MGt5	mg2_c  <=> mg2_e 	AC5u0009GL001488	-1000.00	1000.00	  0.00
LYSTRS	atp_c + lys__L_c + trnalys_c  -> amp_c + lystrna_c + ppi_c 	AC5u0009GL000390	  0.00	1000.00	  0.00
TRPTRS	atp_c + trnatrp_c + trp__L_c  -> amp_c + ppi_c + trptrna_c 	AC5u0009GL000601	  0.00	1000.00	  0.00
P5CRr	1pyr5c_c + 2 h_c + nadph_c  <=> nadp_c + pro__L_c 	AC5u0009GL000776 or AC5u0009GL001520	-1000.00	1000.00	  0.00
ALCD23x	2mppal_c + h_c + nadh_c  <=> ibutoh_c + nad_c 	AC5u0009GL001912	-1000.00	1000.00	  0.00
APRAUR	5apru_c + h_c + nadph_c  -> 5aprbu_c + nadp_c 	AC5u0009GL001777	  0.00	1000.00	  0.00
FRTT	frdp_c + ipdp_c  -> ggdp_c + ppi_c 	AC5u0009GL000033 or AC5u0009GL002178	  0.00	1000.00	  0.00
SERt3	h_e + ser__L_c  -> h_c + ser__L_e 	AC5u0009GL001226 or AC5u0009GL001105 or AC5u0009GL001225	  0.00	1000.00	  0.00
ASPCT	asp__L_c + cbp_c  -> cbasp_c + h_c + pi_c 	AC5u0009GL001497	  0.00	1000.00	  0.00
MNTD	mnl_c + nad_c  <=> fru_c + h_c + nadh_c 	AC5u0009GL001852	-1000.00	1000.00	  0.00
METDabc	atp_c + h2o_c + met__D_e  -> adp_c + h_c + met__D_c + pi_c 	AC5u0009GL000612 or AC5u0009GL000613 or AC5u0009GL000668 or AC5u0009GL001233 or AC5u0009GL001666 or AC5u0009GL001848 or AC5u0009GL002128 or AC5u0009GL000614	  0.00	1000.00	  0.00
ARGt2	arg__L_e + h_e  -> arg__L_c + h_c 	AC5u0009GL000124	  0.00	1000.00	  0.00
DB4PS	ru5p__D_c  -> db4p_c + for_c + h_c 	AC5u0009GL000911 or AC5u0009GL001775	  0.00	1000.00	  0.00
MALP	malt_c + pi_c  <=> g1p_B_c + glc__D_c 	AC5u0009GL000408 or AC5u0009GL001824	-1000.00	1000.00	  0.00
ADPRDP	adprib_c + h2o_c  -> amp_c + 2 h_c + r5p_c 	AC5u0009GL001344	  0.00	1000.00	  0.00
ARABRr	arab__L_c + h_c + nadph_c  <=> abt__L_c + nadp_c 	AC5u0009GL000399	-1000.00	1000.00	  0.00
ASAD	aspsa_c + nadp_c + pi_c  <=> 4pasp_c + h_c + nadph_c 	AC5u0009GL001362	-1000.00	1000.00	  0.00
NADH4	h_c + mqn7_c + nadh_c  -> mql7_c + nad_c 	AC5u0009GL000675	  0.00	1000.00	  0.00
IMPC	h2o_c + imp_c  <=> fprica_c 	AC5u0009GL000890	-1000.00	1000.00	  0.00
RAFGH	h2o_c + raffin_c  -> gal_c + sucr_c 	AC5u0009GL000933 or AC5u0009GL001744	  0.00	1000.00	  0.00
PTPAT	atp_c + h_c + pan4p_c  <=> dpcoa_c + ppi_c 	AC5u0009GL001384	-1000.00	1000.00	  0.00
DHORTS	dhor__S_c + h2o_c  <=> cbasp_c + h_c 	AC5u0009GL001496	-1000.00	1000.00	  0.00
PPM2	2dr1p_c  <=> 2dr5p_c 	AC5u0009GL001507 or AC5u0009GL000923	-1000.00	1000.00	  0.00
YUMPS	r5p_c + ura_c  <=> h2o_c + psd5p_c 	AC5u0009GL000319 or AC5u0009GL001243 or AC5u0009GL001809 or AC5u0009GL000186 or AC5u0009GL001528 or AC5u0009GL001489	-1000.00	1000.00	  0.00
DADA	dad_2_c + h2o_c + h_c  -> din_c + nh4_c 	AC5u0009GL000758	  0.00	1000.00	  0.00
G1PACT	accoa_c + gam1p_c  -> acgam1p_c + coa_c + h_c 	AC5u0009GL000584	  0.00	1000.00	  0.00
R05218	2 co2dam_c + nadh_c  -> 2 co1dam_c + h_c + nad_c 	AC5u0009GL001904	  0.00	1000.00	  0.00
THRTRS	atp_c + thr__L_c + trnathr_c  -> amp_c + ppi_c + thrtrna_c 	AC5u0009GL000429	  0.00	1000.00	  0.00
MCMAT7	h_c + malACP_c + tdeacp_c  -> 3oxhdacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
CHLt6	chol_e + h_e  <=> chol_c + h_c 	AC5u0009GL000918	-1000.00	1000.00	  0.00
MCMAT5	decacp_c + h_c + malACP_c  -> 3oxddacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
MCMAT4	h_c + malACP_c + ocACP_c  -> 3oxdeacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
HEMAT2	2theacp_c + h_c + nadh_c  -> hexACP_c + nad_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
MCMAT2	butACP_c + h_c + malACP_c  -> 3oxhacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
PUNP2	dad_2_c + pi_c  <=> 2dr1p_c + ade_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
GLUPRT	gln__L_c + h2o_c + prpp_c  -> glu__L_c + ppi_c + pram_c 	AC5u0009GL000893	  0.00	1000.00	  0.00
ALDD8x	glyald_c + h2o_c + nad_c  -> glyc__R_c + 2 h_c + nadh_c 	AC5u0009GL000754	  0.00	1000.00	  0.00
aratyr2	3mop_c + tyr__L_c  <=> 34hpp_c + ile__L_c 	AC5u0009GL000055 or AC5u0009GL000419 or AC5u0009GL001361 or AC5u0009GL001591	-1000.00	1000.00	  0.00
OCMAT3	2toceacp_c + h_c + nadh_c  -> nad_c + ocACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
MALT	h2o_c + malt_c  -> 2 glc__D_c 	AC5u0009GL000274	  0.00	1000.00	  0.00
GLYCDH	glyc_c  <=> 3hppnl_c + h2o_c 	AC5u0009GL001923 or AC5u0009GL001922 or AC5u0009GL001926 or AC5u0009GL001924 or AC5u0009GL001925	-1000.00	1000.00	  0.00
MALLAC	h_c + mal__L_c  -> co2_c + lac__L_c 	AC5u0009GL001119 or AC5u0009GL001113	  0.00	1000.00	  0.00
METTRS	atp_c + met__L_c + trnamet_c  -> amp_c + mettrna_c + ppi_c 	AC5u0009GL000594	  0.00	1000.00	  0.00
CBIAT	atp_c + cbi_c + h2o_c  <=> adocbi_c + pi_c + ppi_c 	AC5u0009GL001915 or AC5u0009GL001903	-1000.00	1000.00	  0.00
AMAA	acmama_c + h2o_c  -> acmam_c + ala__L_c 	AC5u0009GL001126 or AC5u0009GL002096 or AC5u0009GL001418	  0.00	1000.00	  0.00
CDPMEK	4c2me_c + atp_c  -> 2p4c2me_c + adp_c + h_c 	AC5u0009GL000589	  0.00	1000.00	  0.00
CBMKr	atp_c + co2_c + nh4_c  -> adp_c + cbp_c + 2 h_c 	AC5u0009GL000143	  0.00	1000.00	  0.00
COPRECT	amet_c + copre5_c + h2o_c  -> acald_c + ahcys_c + copre6_c + h_c 	AC5u0009GL001894 or AC5u0009GL001898	  0.00	1000.00	  0.00
MCOATA	ACP_c + malcoa_c  <=> coa_c + malACP_c 	AC5u0009GL000229	-1000.00	1000.00	  0.00
ARGSS	asp__L_c + atp_c + citr__L_c  -> amp_c + argsuc_c + h_c + ppi_c 	AC5u0009GL001604	  0.00	1000.00	  0.00
UDCPK	atp_c + udcp_c  -> adp_c + h_c + udcpp_c 	AC5u0009GL001598	  0.00	1000.00	  0.00
RNTR3	ctp_c + trdrd_c  -> dctp_c + h2o_c + trdox_c 	AC5u0009GL001026 or AC5u0009GL001728 or AC5u0009GL001940	  0.00	1000.00	  0.00
NPHS	sbzcoa_c  -> coa_c + dhna_c 	AC5u0009GL001767	  0.00	1000.00	  0.00
GTPCII	gtp_c + 3 h2o_c  -> 25dhpp_c + for_c + 2 h_c + ppi_c 	AC5u0009GL000911 or AC5u0009GL001775	  0.00	1000.00	  0.00
aratyr4	indpyr_c + tyr__L_c  <=> 34hpp_c + trp__L_c 	AC5u0009GL000055 or AC5u0009GL000419 or AC5u0009GL001361 or AC5u0009GL001591	-1000.00	1000.00	  0.00
ARGSL	argsuc_c  <=> arg__L_c + fum_c 	AC5u0009GL001603	-1000.00	1000.00	  0.00
PKL	pi_c + xu5p__D_c  <=> actp_c + g3p_c + h2o_c 	AC5u0009GL001624	-1000.00	1000.00	  0.00
PUNP6	din_c + pi_c  <=> 2dr1p_c + hxan_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
DDMAT5	2tddacp_c + h_c + nadh_c  -> ddeacp_c + nad_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
AHMMPS	air_c + h2o_c  -> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c 	AC5u0009GL001190	  0.00	1000.00	  0.00
G1PTMT	dttp_c + g1p_c + h_c  -> dtdpglu_c + ppi_c 	AC5u0009GL001424 or AC5u0009GL001417	  0.00	1000.00	  0.00
araphe2	3mop_c + phe__L_c  <=> ile__L_c + phpyr_c 	AC5u0009GL000055 or AC5u0009GL000419 or AC5u0009GL001361 or AC5u0009GL001591	-1000.00	1000.00	  0.00
TMDK2	gtp_c + thymd_c  -> dtmp_c + gdp_c + h_c 	AC5u0009GL000120	  0.00	1000.00	  0.00
AHCYSNS	ahcys_c + h2o_c  -> ade_c + rhcys_c 	AC5u0009GL001346	  0.00	1000.00	  0.00
GPDDA5	g3pi_c + h2o_c  -> glyc3p_c + h_c + inost_c 	AC5u0009GL000398	  0.00	1000.00	  0.00
GPDDA4	g3pg_c + h2o_c  -> glyc3p_c + glyc_c + h_c 	AC5u0009GL000398	  0.00	1000.00	  0.00
GPDDA3	g3ps_c + h2o_c  -> glyc3p_c + h_c + ser__L_c 	AC5u0009GL000398	  0.00	1000.00	  0.00
GPDDA2	g3pe_c + h2o_c  -> etha_c + glyc3p_c + h_c 	AC5u0009GL000398	  0.00	1000.00	  0.00
GPDDA1	g3pc_c + h2o_c  -> chol_c + glyc3p_c + h_c 	AC5u0009GL000398	  0.00	1000.00	  0.00
CTPS1__1	atp_c + nh4_c + utp_c  -> adp_c + ctp_c + 2 h_c + pi_c 	AC5u0009GL000351 or AC5u0009GL000571	  0.00	1000.00	  0.00
HBUR1	actACP_c + h_c + nadph_c  -> 3hbutACP_c + nadp_c 	AC5u0009GL000944 or AC5u0009GL000228	  0.00	1000.00	  0.00
FUCt	fuc__L_e + h_e  <=> fuc__L_c + h_c 	AC5u0009GL000984	-1000.00	1000.00	  0.00
HHYHL2	3hhacp_c  -> 2theacp_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
UAAGDS	26dap_M_c + atp_c + uamag_c  -> adp_c + h_c + pi_c + ugmd_c 	AC5u0009GL000121 or AC5u0009GL000574	  0.00	1000.00	  0.00
HTDHL6	3htdacp_c  -> 2ttdeacp_c + h2o_c 	AC5u0009GL001030 or AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HISTRS	atp_c + his__L_c + trnahis_c  -> amp_c + histrna_c + ppi_c 	AC5u0009GL001710	  0.00	1000.00	  0.00
ASNS1	asp__L_c + atp_c + gln__L_c + h2o_c  -> amp_c + asn__L_c + glu__L_c + h_c + ppi_c 	AC5u0009GL000573	  0.00	1000.00	  0.00
ADA	adn_c + h2o_c + h_c  -> ins_c + nh4_c 	AC5u0009GL000758	  0.00	1000.00	  0.00
LCTSt6	h_e + lcts_e  <=> h_c + lcts_c 	AC5u0009GL002019	-1000.00	1000.00	  0.00
ORPT	orot5p_c + ppi_c  <=> orot_c + prpp_c 	AC5u0009GL001493	-1000.00	1000.00	  0.00
ADPDS	n6all26d + h2o_c + h_c  -> 26dap_LL_c + ac_c 	AC5u0009GL001358	  0.00	1000.00	  0.00
FMETDF	fmet_c + h2o_c  -> for_c + met__L_c 	AC5u0009GL000080 or AC5u0009GL001373	  0.00	1000.00	  0.00
Cut1	atp_c + cu2_c + h2o_c  -> adp_c + cu2_e + h_c + pi_c 	AC5u0009GL000138	  0.00	1000.00	  0.00
UPPRT	prpp_c + ura_c  -> ppi_c + ump_c 	AC5u0009GL000115	  0.00	1000.00	  0.00
CYSDabc	atp_c + cys__D_e + h2o_c  -> adp_c + cys__D_c + h_c + pi_c 	AC5u0009GL000165 or AC5u0009GL000668 or AC5u0009GL000728 or AC5u0009GL001233 or AC5u0009GL001666 or AC5u0009GL001685 or AC5u0009GL002128 or AC5u0009GL000729 or AC5u0009GL000727	  0.00	1000.00	  0.00
PYK	adp_c + h_c + pep_c  -> atp_c + pyr_c 	AC5u0009GL001585 or AC5u0009GL000357	  0.00	1000.00	  0.00
THDPS	h2o_c + succoa_c + thdp_c  -> coa_c + sl2a6o_c 	AC5u0009GL001357	  0.00	1000.00	  0.00
PDH	coa_c + nad_c + pyr_c  -> accoa_c + co2_c + nadh_c 	AC5u0009GL001377 and AC5u0009GL001374 and AC5u0009GL001375 and AC5u0009GL001376	  0.00	1000.00	  0.00
PPA	h2o_c + ppi_c  -> h_c + 2 pi_c 	AC5u0009GL001551	  0.00	1000.00	  0.00
DAGGT_LRE	dag_LRE_c + 2 udpg_c  -> dgdag_LRE_c + 2 h_c + 2 udp_c 	AC5u0009GL001145 or AC5u0009GL001144	  0.00	1000.00	  0.00
COPREC4MT	amet_c + copre4_c  -> ahcys_c + copre5_c + h_c 	AC5u0009GL001895	  0.00	1000.00	  0.00
2HXICDH	4mop_c + h_c + nadh_c  <=> 2hxic__L_c + nad_c 	AC5u0009GL000468 or AC5u0009GL000611 or AC5u0009GL001170	-1000.00	1000.00	  0.00
ACALD	acald_c + coa_c + nad_c  <=> accoa_c + h_c + nadh_c 	AC5u0009GL000754	-1000.00	1000.00	  0.00
RBFSa	4r5au_c + db4p_c  -> dmlz_c + 2 h2o_c + pi_c 	AC5u0009GL001776 or AC5u0009GL001774	  0.00	1000.00	  0.00
EPPP	h2o_c + pppi_c  -> h_c + pi_c + ppi_c 	AC5u0009GL000600 or AC5u0009GL000769 or AC5u0009GL000771	  0.00	1000.00	  0.00
ASPR	asp__D_c  <=> asp__L_c 	AC5u0009GL000716	-1000.00	1000.00	  0.00
FA141ACPH	h2o_c + tdeACP_c  <=> ACP_c + h_c + ttdcea_c 	AC5u0009GL000768	-1000.00	1000.00	  0.00
ADOCBIK	adocbi_c + atp_c  -> adocbip_c + adp_c + h_c 	AC5u0009GL001878	  0.00	1000.00	  0.00
FUM	fum_c + h2o_c  <=> mal__L_c 	AC5u0009GL001118	-1000.00	1000.00	  0.00
GARFT	10fthf_c + gar_c  <=> fgam_c + h_c + thf_c 	AC5u0009GL000891	-1000.00	1000.00	  0.00
HPPK	2ahhmp_c + atp_c  -> 2ahhmd_c + amp_c + h_c 	AC5u0009GL001063	  0.00	1000.00	  0.00
PHETRS	atp_c + phe__L_c + trnaphe_c  -> amp_c + phetrna_c + ppi_c 	AC5u0009GL000073 or AC5u0009GL000827 or AC5u0009GL001088 or AC5u0009GL000074	  0.00	1000.00	  0.00
DCYTD	dcyt_c + h2o_c + h_c  -> duri_c + nh4_c 	AC5u0009GL001387	  0.00	1000.00	  0.00
GTPCI	gtp_c + h2o_c  -> ahdt_c + for_c + h_c 	AC5u0009GL001064	  0.00	1000.00	  0.00
ASPK	asp__L_c + atp_c  -> 4pasp_c + adp_c 	AC5u0009GL001355	  0.00	1000.00	  0.00
GHMT2r	ser__L_c + thf_c  <=> gly_c + h2o_c + mlthf_c 	AC5u0009GL000116	-1000.00	1000.00	  0.00
CPSS_LRE	4 h2o_c + 4 udpg_c  <=> CPS_LRE_c + 5 h_c + 3 udp_c + ump_c 	AC5u0009GL001937 or AC5u0009GL001426 or AC5u0009GL001454 or AC5u0009GL001791 or AC5u0009GL001282 or AC5u0009GL001425 or AC5u0009GL001152	-1000.00	1000.00	  0.00
RNDR1	adp_c + trdrd_c  -> dadp_c + h2o_c + trdox_c 	AC5u0009GL000755 or AC5u0009GL000756 or AC5u0009GL000645 or AC5u0009GL002151 or AC5u0009GL000828 or AC5u0009GL001087 or AC5u0009GL001491	  0.00	1000.00	  0.00
SUCtpp	sucr_e  <=> sucr_c 	AC5u0009GL001435	-1000.00	1000.00	  0.00
SCRP	pi_c + sucr_c  -> fru_c + g1p_c 	AC5u0009GL001434	  0.00	1000.00	  0.00
GLUK	atp_c + glc__D_c  -> adp_c + g6p_c + h_c 	AC5u0009GL000061	  0.00	1000.00	  0.00
GLCt	glc__D_e + h_e  -> glc__D_c + h_c 	AC5u0009GL000984 or AC5u0009GL000151 or AC5u0009GL001518	  0.00	1000.00	  0.00
PPCK	atp_c + oaa_c  -> adp_c + co2_c + pep_c 	AC5u0009GL001030	  0.00	1000.00	  0.00
ALR2	h_c + nadph_c + mthgxl_c  -> nadp_c + acetol_c 	AC5u0009GL001480	  0.00	1000.00	  0.00
ALR4x	h_c + nadh_c + acetol_c  -> nad_c + 12ppd__R_c 	AC5u0009GL001480	  0.00	1000.00	  0.00
PPDD	12ppd__R_c  -> h2o_c + ppal_c 	AC5u0009GL001923 and AC5u0009GL001924 and AC5u0009GL001925	  0.00	1000.00	  0.00
ALCD3	nad_c + ppoh_c  <=> h_c + nadh_c + ppal_c 	AC5u0009GL001517 or AC5u0009GL001912	-1000.00	1000.00	  0.00
PDUP	coa_c + nad_c + ppal_c  <=> h_c + nadh_c + ppcoa_c 	AC5u0009GL001913	-1000.00	1000.00	  0.00
PDUL	pi_c + ppcoa_c  <=> coa_c + ppap_c 	AC5u0009GL001918	-1000.00	1000.00	  0.00
PDUW	adp_c + ppap_c  <=> atp_c + ppa_c 	AC5u0009GL000624 or AC5u0009GL001911 or AC5u0009GL002172	-1000.00	1000.00	  0.00
PDUP2	3hppnl_c + coa_c + nad_c  -> h_c + nadh_c + 3hpcoa_c[] 	AC5u0009GL000754 or AC5u0009GL001913	  0.00	1000.00	  0.00
PDUL2	pi_c + 3hpcoa_c[]  -> coa_c + 3hppap_c[] 	AC5u0009GL001918	  0.00	1000.00	  0.00
PDUW2	adp_c + 3hppap_c[]  -> atp_c + 3hpp_c 	AC5u0009GL000624 or AC5u0009GL001911 or AC5u0009GL002172	  0.00	1000.00	  0.00
PFK	atp_c + f6p_c  -> adp_c + fdp_c + h_c 	AC5u0009GL000982 or AC5u0009GL001057	  0.00	1000.00	  0.00
ADCPS1	appl_c + adcobhex_c + atp_c  <=> adocbi_c + adp_c + h_c + pi_c 	AC5u0009GL001900	-1000.00	1000.00	  0.00
APPLDHr	h_c + nadh_c + aact_c  <=> appl_c + nad_c 	AC5u0009GL001480	-1000.00	1000.00	  0.00
FMNRx	fmn_c + h_c + nadh_c  <=> nad_c + fmnh2_c 	AC5u0009GL001904	-1000.00	1000.00	  0.00
SULABC	atp_c + h2o_c + so4_e  -> adp_c + h_c + pi_c + so4_c 	AC5u0009GL000834 or AC5u0009GL001081	  0.00	1000.00	  0.00
SULR	5 h_c + 3 nadph_c + so3_c  -> 3 h2o_c + h2s_c + 3 nadp_c 	AC5u0009GL000884	  0.00	1000.00	  0.00
ORNTAC	glu__L_c + acorn_c  <=> orn__L_c + acglu_c 	AC5u0009GL000606 or AC5u0009GL001879	-1000.00	1000.00	  0.00
ACOTA	akg_c + acorn_c  <=> glu__L_c + acg5sa_c 	AC5u0009GL000615 or AC5u0009GL000799	-1000.00	1000.00	  0.00
ORNTA	akg_c + orn__L_c  <=> glu5sa_c + glu__L_c 	AC5u0009GL000606	-1000.00	1000.00	  0.00
CYSTL2	h2o_c + hcys__L_c  -> 2obut_c + h2s_c + nh4_c 	AC5u0009GL000726	  0.00	1000.00	  0.00
CYSTS	hcys__L_c + ser__L_c  -> cyst__L_c + h2o_c 	AC5u0009GL001444 or AC5u0009GL002043	  0.00	1000.00	  0.00
RIBabc	atp_c + h2o_c + rib__D_e  -> adp_c + h_c + pi_c + rib__D_c 	AC5u0009GL001971	  0.00	1000.00	  0.00
GALt	h_e + gal_e  <=> gal_c + h_c 	AC5u0009GL002019	-1000.00	1000.00	  0.00
MALTt	h_e + malt_e  <=> h_c + malt_c 	AC5u0009GL000409 or AC5u0009GL001181 or AC5u0009GL001184 or AC5u0009GL002112	-1000.00	1000.00	  0.00
SUCH	h2o_c + sucr_c  -> fru_c + glc__D_c 	AC5u0009GL000274	  0.00	1000.00	  0.00
TREt	h_e + tre_e  <=> h_c + tre_c 	AC5u0009GL000409 or AC5u0009GL001181 or AC5u0009GL001184 or AC5u0009GL002112	-1000.00	1000.00	  0.00
TREP	pi_c + tre_c  <=> g1p_B_c + glc__D_c 	AC5u0009GL000408	-1000.00	1000.00	  0.00
PAP_LRE	h2o_c + pa_LRE_c  -> dag_LRE_c + pi_c 	AC5u0009GL001224 or AC5u0009GL000931	  0.00	1000.00	  0.00
AACPS183	ACP_c + atp_c + ocdctr_c  -> amp_c + ppi_c + ocdctrACP_c 		  0.00	1000.00	  0.00
ACGK	atp_c + acglu_c  -> adp_c + acg5p_c 		  0.00	1000.00	  0.00
ACTPASE	actp_c + h2o_c  -> ac_c + h_c + pi_c 	AC5u0009GL000078	  0.00	1000.00	  0.00
ACt6	h_e + ac_e  <=> ac_c + h_c 		-1000.00	1000.00	  0.00
ADEt2	h_e + ade_e  <=> ade_c + h_c 		-1000.00	1000.00	  0.00
AGPR	nadp_c + pi_c + acg5sa_c  <=> h_c + nadph_c + acg5p_c 		-1000.00	1000.00	  0.00
ALATA_Lr	ala__L_c + pydx_c  <=> pydam_c + pyr_c 		-1000.00	1000.00	  0.00
ALA_Lt6	h_e + ala__L_e  <=> ala__L_c + h_c 	or AC5u0009GL001042 or AC5u0009GL001664	-1000.00	1000.00	  0.00
AOBUTDs	h_c + 2aobut_c  -> co2_c + aact_c 		  0.00	1000.00	  0.00
ARAI	arab__L_c  <=> rbl__L_c 		-1000.00	1000.00	  0.00
ARBt2	h_e + arab__L_e  <=> arab__L_c + h_c 		-1000.00	1000.00	  0.00
ASNt6	h_e + asn__L_e  <=> asn__L_c + h_c 		-1000.00	1000.00	  0.00
ASPt6	h_e + asp__L_e  <=> asp__L_c + h_c 		-1000.00	1000.00	  0.00
ATPM	atp_c + h2o_c  -> adp_c + h_c + pi_c 	AC5u0009GL001532	  0.37	  0.37	  0.00
BTDt1_RR	btd__RR_c  <=> btd__RR_e 		-1000.00	1000.00	  0.00
BTNt2i	h_e + btn_e  -> h_c + btn_c 		  0.00	1000.00	  0.00
CMLDC	2c25dho_c  -> co2_c + h_c + 5odhf2a_c 	AC5u0009GL000883	  0.00	1000.00	  0.00
CO2t	co2_e  <=> co2_c 		-1000.00	1000.00	  0.00
CYSt6	cys__L_e + h_e  <=> cys__L_c + h_c 		-1000.00	1000.00	  0.00
CYTDK1	atp_c + cytd_c  -> adp_c + cmp_c + h_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
DHPS3	2ahhmd_c + 4abz_c  -> dhpt_c + ppi_c 	AC5u0009GL000847 or AC5u0009GL001068	  0.00	1000.00	  0.00
DNMPPA	dhpmp_c + h2o_c  -> dhnpt_c + pi_c 	AC5u0009GL000642 or AC5u0009GL000848 or AC5u0009GL002154 or AC5u0009GL001067	  0.00	1000.00	  0.00
D_LACt2	2 h_e + lac__D_e  <=> 2 h_c + lac__D_c 		-1000.00	1000.00	  0.00
ETOHt1	etoh_e  <=> etoh_c 		-1000.00	1000.00	  0.00
FA161tr	hdcea_e  <=> hdcea_c 		-1000.00	1000.00	  0.00
FA182tr	ocdcya_e  <=> ocdcya_c 		-1000.00	1000.00	  0.00
FA183tr	ocdctr_e  <=> ocdctr_c 		-1000.00	1000.00	  0.00
FRD	fum_c + mql7_c  -> mqn7_c + succ_c 	AC5u0009GL001117	  0.00	1000.00	  0.00
FRUK	atp_c + fru_c  -> adp_c + f6p_c + h_c 	AC5u0009GL001746	  0.00	1000.00	  0.00
G5SADs	glu5sa_c  -> 1pyr5c_c + h2o_c + h_c 		  0.00	1000.00	  0.00
GAT1_LRE	0.0211 cpocdacp_c + glyc3p_c + 0.0258 hdeACP_c + 0.075 ocdacp_c + 0.3519 ocdcyaACP_c + 0.1591 octeACP_c + 0.2566 palmACP_c + 0.0687 tdeacp_c + 0.0418 ocdctrACP_c  -> ACP_c + agly3p_LRE_c 		  0.00	1000.00	  0.00
GCALDt	gcald_e  <=> gcald_c 		-1000.00	1000.00	  0.00
GLYt6	h_e + gly_e  <=> gly_c + h_c 	or AC5u0009GL001042 or AC5u0009GL001664	-1000.00	1000.00	  0.00
GND	6pgc_c + nadp_c  -> co2_c + nadph_c + ru5p__D_c 	AC5u0009GL002017	  0.00	1000.00	  0.00
GTHRD	2 gthrd_c + nadp_c  <=> h_c + nadph_c + gthox_c 	AC5u0009GL000277	-1000.00	1000.00	  0.00
GUAt2	h_e + gua_e  -> gua_c + h_c 		  0.00	1000.00	  0.00
H2Ot5	h2o_e  <=> h2o_c 		-1000.00	1000.00	  0.00
HCO3E	co2_c + h2o_c  <=> h_c + hco3_c 		-1000.00	1000.00	  0.00
HCYSMT	amet_c + hcys__L_c  -> ahcys_c + h_c + met__L_c 		  0.00	1000.00	  0.00
HISDC	h_c + his__L_c  -> co2_c + hista_c 		  0.00	1000.00	  0.00
HSDy	hom__L_c + nadp_c  <=> aspsa_c + h_c + nadph_c 	AC5u0009GL000902	-1000.00	1000.00	  0.00
HXANt2	h_e + hxan_e  -> h_c + hxan_c 	or AC5u0009GL000690 or AC5u0009GL000691	  0.00	1000.00	  0.00
HYPOE	h2o_c + pyam5p_c  -> pi_c + pydam_c 	AC5u0009GL000581 or AC5u0009GL000992	  0.00	1000.00	  0.00
INSt2r	h_e + ins_e  <=> h_c + ins_c 		-1000.00	1000.00	  0.00
LIP_LRE	0.02 clpn_LRE_c + 0.23 lyspg_LRE_c + 0.75 pg_LRE_c  -> LIP_LRE_c[] 		  0.00	1000.00	  0.00
LTAS_LRE	dgdag_LRE_c + 20 pg_LRE_c  -> LTA_LRE_c + 20 dag_LRE_c 		  0.00	1000.00	  0.00
L_LACt2	2 h_e + lac__L_e  <=> 2 h_c + lac__L_c 		-1000.00	1000.00	  0.00
MALt6	h_e + mal__L_e  <=> h_c + mal__L_c 		-1000.00	1000.00	  0.00
MAN6PI	man6p_c  <=> f6p_c 	AC5u0009GL002012	-1000.00	1000.00	  0.00
MELIBt	melib_e  <=> melib_c 		-1000.00	1000.00	  0.00
METt6	h_e + met__L_e  <=> h_c + met__L_c 		-1000.00	1000.00	  0.00
NACUP	nac_e  -> nac_c 		  0.00	1000.00	  0.00
NADK	atp_c + nad_c  -> adp_c + h_c + nadp_c 	AC5u0009GL001810	  0.00	1000.00	  0.00
NADN	h2o_c + nad_c  -> adprib_c + h_c + ncam_c 		  0.00	1000.00	  0.00
NH3t	nh3_e  <=> nh3_c 		-1000.00	1000.00	  0.00
NH4DIS	nh4_c  <=> h_c + nh3_c 		-1000.00	1000.00	  0.00
NOX1	h_c + nadh_c + o2_c  -> nad_c + h2o2_c 	or AC5u0009GL000396	  0.00	1000.00	  0.00
NOX2	2 h_c + 2 nadh_c + o2_c  -> 2 h2o_c + 2 nad_c 	AC5u0009GL000396	  0.00	1000.00	  0.00
